# ma sinh vien; ma mon hoc; diem
SV00026;003;6.86
SV02102;004;5.09
SV01431;008;9.04
SV00519;008;8.90
SV01611;010;6.46
SV01862;018;7.77
SV00696;017;9.10
SV01878;016;6.02
SV01523;005;5.12
SV01179;001;8.04
SV01544;006;5.92
SV00613;013;7.94
SV00300;011;4.62
SV00291;006;8.00
SV01050;003;5.97
SV01103;004;5.99
SV01531;010;9.77
SV01095;005;9.31
SV01535;008;7.01
SV02123;003;9.30
SV00571;013;7.66
SV01632;002;5.71
SV01446;011;5.67
SV00120;001;5.71
SV01761;006;8.79
SV00328;004;6.31
SV00267;002;6.57
SV01868;005;6.60
SV00466;005;5.70
SV00968;001;5.00
SV01061;004;8.79
SV00865;015;5.48
SV02137;008;8.94
SV00019;011;4.90
SV00870;005;6.72
SV00680;002;9.07
SV01993;005;5.09
SV01903;001;8.68
SV02147;015;5.48
SV01368;010;9.13
SV00346;006;5.81
SV01888;018;5.05
SV00414;002;4.21
SV00150;007;5.10
SV00050;006;9.95
SV01992;003;5.91
SV01028;008;8.03
SV01466;005;5.91
SV01664;005;8.70
SV01977;002;5.41
SV00581;018;5.81
SV00905;016;6.34
SV00127;001;9.41
SV01304;007;9.37
SV00424;016;4.66
SV01838;010;6.05
SV00327;018;4.19
SV01108;010;7.18
SV00979;003;6.76
SV00378;015;6.62
SV02084;003;6.39
SV01342;004;9.17
SV00068;003;4.92
SV00175;008;4.66
SV01508;011;8.20
SV01059;005;7.37
SV01265;001;7.82
SV01212;005;4.12
SV00393;017;7.54
SV01457;002;6.48
SV00455;009;4.68
SV01373;007;7.24
SV00335;009;7.27
SV01863;004;8.80
SV00899;002;9.73
SV00961;006;4.40
SV00851;009;8.49
SV00125;016;8.45
SV00495;011;6.44
SV00362;008;8.50
SV01300;008;9.87
SV00394;008;8.65
SV01650;007;5.85
SV01357;010;6.83
SV01466;007;4.47
SV01849;008;5.35
SV01248;008;5.28
SV00864;013;6.93
SV00247;008;9.23
SV01357;001;9.30
SV01992;002;7.72
SV00647;005;8.39
SV01294;001;9.56
SV00187;011;8.18
SV00085;007;5.24
SV01746;014;8.41
SV00243;015;7.89
SV01196;004;4.56
SV00878;008;8.06
SV01890;008;6.38
SV01849;011;9.55
SV01420;011;7.93
SV01872;017;5.71
SV01376;008;9.60
SV01627;006;4.30
SV02040;016;5.67
SV02154;011;8.51
SV00714;017;9.61
SV00522;010;6.68
SV00268;018;8.02
SV00212;008;5.02
SV01029;008;8.22
SV00733;016;4.19
SV01412;015;6.52
SV00303;006;7.77
SV00759;010;5.69
SV01702;007;9.57
SV01810;003;5.96
SV01002;005;4.86
SV00997;008;6.71
SV02165;006;6.42
SV01898;007;9.41
SV01740;014;4.66
SV00069;003;6.78
SV01965;008;8.93
SV01444;003;8.57
SV01632;001;4.40
SV00393;003;7.17
SV01590;004;5.10
SV00710;013;9.66
SV01954;003;5.16
SV01475;002;6.43
SV00947;013;6.52
SV00947;003;8.70
SV02132;014;8.83
SV01853;005;8.87
SV01124;003;9.26
SV01129;017;8.23
SV02030;006;9.58
SV00509;003;5.59
SV01421;010;6.93
SV01637;008;6.54
SV01214;008;4.97
SV01031;013;9.74
SV00498;011;9.45
SV01101;005;8.15
SV01681;005;9.85
SV01743;017;6.43
SV00164;009;4.94
SV00470;007;9.36
SV01085;008;9.49
SV02052;005;4.62
SV01320;003;6.30
SV00279;007;4.90
SV01796;003;8.26
SV01468;003;8.93
SV02147;005;8.29
SV02027;002;7.30
SV01046;014;4.87
SV00572;010;8.79
SV01800;009;5.54
SV01334;004;8.40
SV01376;003;6.97
SV00823;003;4.21
SV00566;005;5.37
SV01941;001;6.84
SV02076;003;9.84
SV01605;016;8.58
SV00082;005;8.57
SV00784;001;7.14
SV01579;003;4.81
SV00682;016;7.03
SV00151;003;5.41
SV01781;008;4.67
SV02022;001;4.40
SV01577;011;4.42
SV01440;003;9.92
SV00907;007;4.18
SV00184;007;6.52
SV01998;004;9.34
SV01906;007;6.43
SV00356;006;5.80
SV00079;016;8.58
SV00125;005;4.84
SV01270;013;6.89
SV00111;008;9.49
SV01532;008;5.89
SV00613;003;8.92
SV01863;006;7.15
SV00620;005;8.67
SV00875;007;6.06
SV01941;007;8.81
SV02025;004;8.05
SV00811;003;9.71
SV01046;004;7.65
SV00816;006;4.11
SV01663;017;7.17
SV01190;005;9.76
SV00583;003;8.93
SV01132;002;7.95
SV01364;015;6.77
SV00261;006;7.02
SV00409;017;4.67
SV01589;005;8.43
SV01289;010;9.74
SV00538;007;6.10
SV01485;003;9.65
SV00652;007;7.46
SV00985;007;8.65
SV02003;008;6.50
SV00392;005;7.71
SV01237;007;9.16
SV00378;004;9.50
SV01165;002;7.35
SV00680;010;9.70
SV00949;003;5.32
SV01410;004;8.80
SV01931;011;8.89
SV00916;013;4.64
SV01117;003;8.09
SV01469;011;5.76
SV01548;008;7.41
SV00787;005;8.33
SV00618;005;6.28
SV01297;002;4.34
SV01210;006;9.58
SV00820;009;7.79
SV00655;007;7.43
SV01954;004;9.65
SV00783;005;4.66
SV01683;010;4.63
SV01808;009;5.67
SV00360;015;8.71
SV00229;013;7.51
SV00696;007;9.35
SV02059;015;8.60
SV01769;015;5.15
SV00869;015;4.12
SV01081;013;5.71
SV01394;018;8.63
SV00851;006;4.41
SV00772;004;9.99
SV00530;003;7.10
SV02072;005;4.92
SV01862;017;8.75
SV01324;015;4.03
SV00328;002;5.19
SV00417;008;6.68
SV00641;011;5.99
SV01440;015;8.89
SV01313;007;9.72
SV00492;007;4.93
SV02156;009;6.71
SV00331;006;6.53
SV00398;006;5.62
SV01029;006;5.15
SV01020;008;6.49
SV00112;001;7.64
SV00863;016;7.47
SV01516;018;6.70
SV01860;005;7.23
SV01533;001;8.31
SV00544;004;9.31
SV01894;015;7.28
SV01003;016;7.74
SV02078;008;5.90
SV01823;005;8.59
SV00725;013;5.81
SV01547;002;8.38
SV01386;015;7.38
SV01425;004;6.34
SV00736;013;5.25
SV00323;003;4.11
SV01765;002;8.51
SV01574;007;7.57
SV01286;003;5.47
SV01916;011;4.30
SV01932;004;6.31
SV01868;018;9.29
SV00677;017;5.17
SV00061;004;7.47
SV01080;017;6.59
SV02150;013;6.45
SV02027;007;6.19
SV01139;004;6.14
SV01588;008;4.92
SV00171;007;5.81
SV00061;002;8.81
SV00334;008;5.36
SV01820;004;8.44
SV00317;003;6.53
SV01033;014;6.53
SV01944;010;6.28
SV01236;009;8.09
SV01384;010;9.32
SV02058;016;5.23
SV02159;017;6.21
SV01578;006;6.89
SV01871;005;6.43
SV02066;004;7.25
SV01613;011;4.38
SV01003;007;6.66
SV00189;003;5.76
SV01798;011;7.39
SV01241;008;6.46
SV01494;005;4.30
SV01334;016;7.65
SV02105;004;6.28
SV01708;010;8.77
SV00236;016;8.01
SV01898;017;9.11
SV02076;005;4.05
SV01050;011;9.02
SV00650;007;4.02
SV01803;013;7.05
SV00134;007;4.44
SV00807;006;4.73
SV02143;003;7.65
SV00376;003;7.55
SV00460;007;6.93
SV02065;011;6.75
SV01681;016;7.40
SV01212;001;6.83
SV00269;005;9.88
SV01694;005;6.02
SV00634;004;4.79
SV01187;006;9.13
SV01119;014;9.87
SV01367;009;6.78
SV01965;005;5.69
SV00804;005;5.55
SV00134;009;5.54
SV02017;008;4.37
SV01105;008;4.87
SV00853;003;6.82
SV01541;008;9.62
SV00501;016;9.33
SV00040;003;9.63
SV00500;006;9.44
SV01924;015;8.92
SV00799;008;6.72
SV00511;015;8.52
SV00513;007;9.42
SV01721;008;6.39
SV01714;005;9.53
SV00414;010;8.60
SV00082;003;5.54
SV00604;004;6.87
SV01161;005;5.47
SV01387;006;6.25
SV00479;003;6.17
SV01806;007;8.91
SV02067;014;4.74
SV00616;011;6.14
SV02054;009;5.71
SV01073;006;4.71
SV02003;004;8.42
SV01662;010;4.99
SV00543;016;5.49
SV00620;006;6.42
SV01208;018;6.74
SV01368;009;8.76
SV02013;002;9.86
SV01425;008;7.31
SV00814;014;7.54
SV01592;008;6.04
SV01384;003;7.32
SV00219;006;6.48
SV00698;018;9.28
SV01864;008;5.85
SV00459;016;6.06
SV01996;011;4.04
SV01878;013;9.08
SV00696;005;5.09
SV00399;009;9.61
SV01632;004;6.22
SV00520;005;7.74
SV01865;004;7.71
SV01189;008;4.15
SV01023;003;7.47
SV01612;013;9.38
SV01702;011;9.99
SV01900;001;6.48
SV01192;003;5.37
SV01038;006;9.48
SV01028;004;6.20
SV01475;011;6.30
SV00707;018;5.73
SV00728;009;8.98
SV00677;008;9.29
SV00566;009;4.48
SV00953;009;8.33
SV01282;005;5.98
SV01810;017;4.99
SV00652;006;6.24
SV00613;017;6.76
SV00698;004;4.05
SV00535;013;4.28
SV00692;002;7.18
SV01265;004;9.40
SV01251;006;6.15
SV01525;015;7.62
SV02037;009;4.27
SV02050;001;5.75
SV00980;009;8.92
SV01201;008;4.96
SV01132;006;4.80
SV01724;016;6.16
SV01187;008;9.97
SV01406;008;9.59
SV01957;016;5.72
SV00232;005;9.21
SV00081;008;7.06
SV00254;009;8.10
SV00164;001;7.49
SV00929;002;6.59
SV00589;008;4.58
SV01223;003;9.35
SV02103;008;7.34
SV02107;004;9.17
SV01749;014;7.93
SV00108;006;7.61
SV00820;001;7.04
SV01981;004;7.57
SV01082;003;6.96
SV02102;007;7.21
SV00650;009;8.99
SV00770;018;5.70
SV00212;017;6.92
SV01796;007;5.56
SV01917;001;6.17
SV01317;008;4.42
SV01684;004;6.12
SV00475;007;6.93
SV01969;010;4.49
SV00886;005;4.38
SV00299;006;4.61
SV00120;008;4.36
SV00581;007;9.74
SV00173;003;4.73
SV00938;004;9.15
SV01298;016;7.37
SV01359;005;7.89
SV00270;003;5.59
SV00342;003;7.15
SV01872;003;5.06
SV00672;010;6.78
SV00166;005;4.46
SV00018;008;4.13
SV01663;016;7.29
SV00618;004;9.50
SV00875;013;6.91
SV00783;011;8.81
SV01944;008;9.57
SV02052;004;8.94
SV00013;002;8.30
SV01231;004;6.37
SV01940;005;9.22
SV01060;007;4.37
SV00451;004;9.59
SV01901;015;7.01
SV01689;009;7.97
SV01779;018;7.33
SV01743;004;4.84
SV00404;010;9.40
SV00927;002;8.81
SV00113;013;4.42
SV01286;016;5.35
SV00769;003;9.35
SV00301;003;9.44
SV00175;003;5.71
SV00704;015;5.15
SV01550;015;6.06
SV01409;006;5.05
SV00520;014;8.38
SV00949;011;4.79
SV01647;008;8.60
SV00892;005;6.45
SV01936;004;8.76
SV00476;003;9.06
SV01056;003;9.52
SV01237;008;9.94
SV01109;011;6.23
SV01440;004;4.51
SV00892;006;9.26
SV01038;004;9.09
SV01359;016;6.70
SV00123;013;7.97
SV01177;001;7.74
SV00817;002;6.57
SV01971;014;9.59
SV01782;017;4.83
SV01092;003;4.43
SV00392;003;6.31
SV01090;009;7.81
SV01977;006;4.78
SV02088;009;9.59
SV02119;014;8.07
SV00769;006;8.92
SV01600;018;5.74
SV01686;006;4.28
SV01728;003;6.35
SV02088;006;6.40
SV00866;003;6.99
SV01124;007;8.09
SV01176;004;9.73
SV00538;002;4.82
SV01493;008;6.83
SV00418;015;8.70
SV00710;004;6.53
SV00685;013;5.79
SV01244;015;4.15
SV00801;005;6.35
SV01706;001;4.18
SV01761;004;9.06
SV00044;013;5.68
SV00541;009;9.45
SV01090;010;4.13
SV01925;005;8.60
SV00184;006;6.11
SV01600;008;6.06
SV01274;002;6.55
SV01865;008;9.20
SV00704;003;9.49
SV01694;003;6.96
SV01110;007;6.51
SV01654;009;8.75
SV00018;006;9.08
SV01221;016;9.65
SV00187;003;7.15
SV01059;016;8.10
SV01546;001;9.65
SV00176;018;7.19
SV01090;001;8.80
SV01512;009;4.31
SV00858;005;7.80
SV01749;006;9.98
SV00107;004;8.40
SV00516;007;9.00
SV01848;015;7.39
SV01494;007;5.05
SV01364;014;7.21
SV01518;017;9.38
SV01254;018;6.35
SV00151;008;6.08
SV01803;015;4.91
SV01056;010;5.85
SV00151;006;8.78
SV00035;009;5.40
SV00123;006;9.85
SV02058;018;8.16
SV01035;008;8.87
SV02078;013;8.54
SV01225;007;9.24
SV00718;008;7.42
SV01081;008;4.13
SV00521;005;4.48
SV00928;013;4.46
SV00594;014;4.03
SV01105;006;8.83
SV02147;018;5.45
SV00392;010;5.07
SV01027;002;7.90
SV00733;017;6.12
SV01159;007;8.17
SV01970;004;6.04
SV00351;003;5.25
SV00567;004;4.12
SV00561;003;6.04
SV01065;010;6.93
SV00296;003;7.23
SV02106;006;6.48
SV02089;004;7.41
SV00493;003;4.22
SV00599;005;5.39
SV00292;005;7.92
SV00547;017;7.95
SV01228;015;4.77
SV01053;004;9.21
SV01933;003;4.68
SV01163;014;4.87
SV00485;005;8.62
SV01434;004;5.95
SV01503;001;8.01
SV01421;004;7.83
SV00808;018;8.73
SV01294;011;5.86
SV00672;011;6.66
SV02146;014;9.31
SV01162;018;5.61
SV00608;004;8.56
SV01410;018;9.62
SV00260;008;6.72
SV00548;008;6.55
SV00720;009;5.96
SV02066;016;6.24
SV01664;002;4.12
SV01553;015;7.05
SV00778;013;9.93
SV02167;008;6.96
SV02091;008;7.27
SV01159;002;8.17
SV02110;011;6.58
SV01428;017;7.34
SV01949;009;4.75
SV01637;007;7.68
SV00892;007;6.18
SV00306;010;7.89
SV01664;004;5.45
SV01088;006;6.70
SV00345;008;5.68
SV01241;005;5.10
SV00200;016;8.58
SV00179;007;5.22
SV00520;018;4.91
SV00587;005;4.67
SV00026;004;4.11
SV01662;003;5.73
SV00479;004;5.36
SV01960;006;8.13
SV00777;008;9.09
SV01980;003;5.78
SV01427;003;9.84
SV00193;008;9.32
SV01228;018;9.56
SV00972;014;7.03
SV00900;015;6.82
SV01500;007;6.75
SV01361;010;9.80
SV02143;014;9.94
SV01024;009;5.56
SV01940;007;5.03
SV01883;006;4.35
SV01128;007;5.99
SV00945;015;9.65
SV00727;007;8.95
SV00475;008;5.56
SV00455;001;7.78
SV01875;013;7.26
SV02121;005;7.01
SV00208;015;7.28
SV00593;005;5.17
SV01960;015;7.96
SV02165;004;9.08
SV01046;016;4.05
SV00243;005;7.71
SV00865;005;4.40
SV01005;001;4.55
SV00650;008;8.62
SV00814;005;8.47
SV01083;008;6.68
SV01940;013;6.00
SV00006;003;9.74
SV00410;011;4.39
SV00799;007;9.84
SV00673;008;8.59
SV00304;003;5.99
SV01548;002;5.03
SV01171;003;5.55
SV01081;003;8.64
SV01483;015;8.57
SV00531;003;6.29
SV01535;005;4.72
SV00470;011;5.59
SV01464;016;9.97
SV00456;010;5.96
SV01280;011;7.81
SV00534;008;10.00
SV00303;011;8.99
SV02151;010;5.11
SV01120;002;9.84
SV00424;003;6.81
SV01900;010;4.46
SV01361;004;8.11
SV00518;003;7.77
SV01066;004;9.27
SV00223;011;6.79
SV00634;005;4.70
SV01604;005;9.24
SV01121;013;9.65
SV01887;002;7.71
SV00474;005;7.23
SV01357;004;9.61
SV01726;007;8.41
SV00155;015;6.83
SV00013;008;9.19
SV00090;007;5.98
SV00587;002;9.62
SV00336;014;6.20
SV01164;008;7.28
SV00872;007;6.61
SV00377;003;8.10
SV01702;006;5.71
SV00303;001;8.11
SV00244;009;4.08
SV00707;003;8.48
SV00822;007;6.07
SV01177;005;7.15
SV01156;005;5.60
SV01425;017;4.18
SV01917;008;6.69
SV00473;003;9.14
SV01139;009;5.18
SV00986;005;8.64
SV00495;005;5.98
SV00907;010;4.53
SV00929;003;7.96
SV02077;008;5.86
SV02015;013;7.80
SV00132;010;5.55
SV01828;015;9.05
SV00006;008;7.09
SV01949;010;9.83
SV00187;005;5.80
SV01562;002;8.65
SV00121;006;5.20
SV00346;007;6.31
SV00302;006;6.24
SV00758;007;5.07
SV00722;001;4.39
SV01863;002;6.64
SV00660;014;7.66
SV01760;006;6.91
SV01798;003;8.96
SV00704;004;4.16
SV00368;018;8.16
SV01981;006;7.90
SV00945;003;7.71
SV00260;005;7.05
SV01477;011;5.79
SV01332;018;7.27
SV00900;003;7.05
SV00307;003;6.33
SV01894;004;9.98
SV01663;008;4.50
SV01255;016;7.81
SV00541;007;7.54
SV02056;014;8.89
SV01742;007;8.75
SV00641;006;6.68
SV00963;008;6.68
SV00142;008;9.31
SV00682;005;5.08
SV00104;007;9.49
SV00269;006;8.80
SV00247;004;7.20
SV01576;006;4.40
SV00270;005;5.81
SV01933;008;8.63
SV01350;014;8.52
SV01041;006;5.10
SV01778;013;5.76
SV01256;001;8.06
SV00059;004;5.13
SV00831;008;6.63
SV00056;004;9.94
SV00691;005;6.33
SV00018;010;9.99
SV01894;017;9.86
SV00271;008;8.97
SV01844;001;7.14
SV00618;001;8.41
SV01406;017;6.51
SV02055;003;6.44
SV01984;002;7.80
SV00043;004;8.36
SV01110;003;4.35
SV00171;004;9.98
SV01440;014;9.28
SV00978;018;6.17
SV01768;008;9.98
SV00840;009;6.00
SV01492;018;6.33
SV02018;014;8.20
SV00522;008;5.32
SV01223;008;8.40
SV00454;007;8.26
SV00530;018;4.18
SV01731;007;9.44
SV02009;004;8.04
SV00599;018;8.27
SV00904;008;4.59
SV01430;004;8.62
SV01344;007;8.82
SV00415;017;4.61
SV00728;007;6.54
SV00677;015;5.19
SV01066;017;7.21
SV00515;009;5.88
SV01170;013;6.22
SV01465;018;7.30
SV01495;005;4.06
SV00892;011;8.87
SV01477;008;8.67
SV01866;003;4.72
SV01561;007;5.71
SV01437;008;7.17
SV00795;001;7.89
SV01260;004;6.38
SV00256;006;4.12
SV00150;008;5.11
SV01111;018;4.01
SV01545;005;5.50
SV01710;004;9.15
SV00782;010;9.06
SV00656;017;5.00
SV00692;007;4.41
SV00010;007;7.20
SV00556;015;7.68
SV01466;006;9.94
SV01026;005;5.51
SV00875;006;4.33
SV00991;004;8.40
SV02017;006;4.61
SV01679;008;7.38
SV00852;005;5.64
SV00225;004;4.62
SV00647;008;5.28
SV01867;007;6.82
SV00879;005;5.12
SV00438;003;5.79
SV02035;006;4.00
SV00452;017;9.67
SV00672;008;7.11
SV00470;006;7.66
SV00966;004;7.46
SV00664;008;7.91
SV01393;004;7.98
SV01971;017;4.09
SV01451;015;4.77
SV00765;005;8.66
SV01186;004;4.23
SV00563;001;7.75
SV02137;003;9.27
SV01274;007;7.64
SV01326;005;8.23
SV00503;011;4.99
SV02088;011;7.32
SV01976;010;5.47
SV01249;006;4.35
SV00528;016;9.40
SV01249;002;5.66
SV01932;006;5.33
SV01234;015;4.55
SV00326;008;4.59
SV00689;002;5.40
SV00860;004;9.17
SV01065;011;7.34
SV01226;003;5.71
SV01893;009;6.86
SV00313;008;8.91
SV01891;003;5.30
SV00084;004;5.91
SV01851;004;6.54
SV01861;002;8.79
SV00280;003;8.76
SV01030;010;9.54
SV01741;013;7.42
SV01742;004;4.52
SV01962;017;4.94
SV00719;008;4.03
SV01156;017;5.98
SV00676;003;7.44
SV01383;016;6.72
SV00777;003;8.89
SV00523;006;8.54
SV01526;007;4.65
SV01928;006;6.73
SV01387;007;6.10
SV00657;005;4.64
SV00824;008;4.08
SV01627;003;7.07
SV00752;018;6.88
SV01222;007;5.99
SV00537;004;5.56
SV01906;017;5.07
SV00319;005;7.28
SV01236;008;5.72
SV00872;013;4.51
SV00694;009;4.84
SV00481;006;9.87
SV01082;005;4.14
SV00436;003;4.78
SV00347;006;7.07
SV01764;001;9.77
SV01799;016;6.06
SV01189;007;7.20
SV01901;016;7.38
SV00093;011;8.14
SV00452;004;9.56
SV01967;009;9.07
SV01563;006;4.55
SV00736;005;9.34
SV00037;008;4.27
SV00641;010;4.69
SV00925;003;4.02
SV01882;003;5.82
SV00496;016;5.44
SV00503;010;5.02
SV00930;018;7.37
SV02029;008;8.80
SV01035;004;6.46
SV00783;009;6.39
SV00496;018;7.20
SV00647;007;5.70
SV01487;010;5.88
SV00783;007;6.27
SV00071;017;8.51
SV00911;011;7.10
SV00196;006;5.61
SV00907;011;8.10
SV01735;018;7.91
SV00414;003;6.55
SV01952;008;8.91
SV00772;009;8.25
SV01776;003;7.63
SV01626;011;5.82
SV01381;007;6.95
SV00193;006;4.38
SV01048;005;5.54
SV01185;006;9.74
SV00825;010;7.48
SV01093;006;8.55
SV00171;014;5.69
SV00666;018;4.94
SV01883;002;4.17
SV02070;008;5.13
SV01269;006;8.39
SV01783;006;4.11
SV01764;007;4.40
SV00616;009;6.11
SV00418;006;5.25
SV01485;009;4.27
SV00435;004;9.86
SV01314;017;8.01
SV00578;007;7.73
SV01324;013;6.07
SV01065;004;6.52
SV01959;005;4.14
SV00107;016;7.71
SV00129;003;9.13
SV00680;006;9.64
SV00010;006;5.57
SV00262;016;9.13
SV02101;007;7.62
SV00660;006;7.39
SV00784;008;5.27
SV00328;008;5.65
SV01603;010;4.44
SV01446;006;7.69
SV01622;002;5.89
SV00804;008;9.90
SV01681;004;7.90
SV01061;007;7.97
SV00561;009;4.91
SV00931;018;7.94
SV00282;003;7.68
SV00691;008;7.97
SV02009;005;6.33
SV01773;018;8.03
SV01030;003;5.77
SV01041;014;4.47
SV02066;008;4.80
SV00391;007;4.45
SV00431;007;8.24
SV01187;002;9.30
SV01684;010;7.72
SV00725;003;4.25
SV00870;008;5.08
SV00730;017;4.22
SV00461;004;4.69
SV00615;004;5.00
SV01978;008;5.95
SV01110;004;7.18
SV01376;006;9.66
SV01550;004;4.08
SV00894;011;4.51
SV00035;005;6.85
SV00396;001;7.83
SV00515;004;6.04
SV01888;013;7.87
SV00739;005;8.28
SV01161;014;6.81
SV00724;004;4.53
SV00717;018;7.31
SV02165;011;6.86
SV01298;015;9.49
SV01851;013;5.34
SV01195;004;5.85
SV00505;009;6.00
SV00949;002;4.38
SV00353;016;6.58
SV01712;015;8.67
SV00871;007;4.69
SV01000;007;9.49
SV00481;005;4.30
SV01372;011;6.18
SV01663;007;6.77
SV00338;016;4.07
SV01656;013;9.89
SV00438;018;4.28
SV00559;003;8.52
SV01903;005;4.50
SV00347;009;9.19
SV01260;016;6.75
SV00400;004;8.83
SV00422;017;8.41
SV00793;005;4.75
SV00682;004;5.48
SV02040;013;9.89
SV02044;017;9.64
SV00639;016;9.43
SV01453;007;7.49
SV01925;001;5.30
SV00807;011;4.45
SV01231;005;9.22
SV01311;016;7.00
SV00821;006;8.41
SV01646;004;9.88
SV00233;001;8.46
SV01265;008;9.58
SV00031;001;4.44
SV01337;017;4.10
SV00398;016;4.48
SV01095;006;6.08
SV00920;018;4.04
SV00852;006;7.73
SV00572;001;5.13
SV01924;008;6.85
SV01624;005;9.49
SV00353;015;5.36
SV01000;005;7.05
SV00773;008;9.66
SV01647;011;5.45
SV01378;008;4.09
SV00978;007;5.59
SV00026;013;6.98
SV02154;001;4.48
SV00222;014;9.56
SV01029;007;4.06
SV01035;003;4.63
SV00371;015;6.86
SV00319;001;8.14
SV02150;018;7.34
SV00901;005;6.79
SV00501;005;8.08
SV02114;015;6.31
SV00900;005;6.45
SV00131;013;4.12
SV00859;009;5.92
SV00028;015;6.99
SV00682;003;4.26
SV01112;006;4.02
SV00197;003;4.62
SV01628;008;7.65
SV00895;011;8.18
SV01721;013;6.53
SV01665;015;7.50
SV01229;004;7.30
SV00412;006;7.42
SV00238;008;4.25
SV01008;004;7.65
SV01251;007;9.09
SV01338;004;9.75
SV01100;006;6.47
SV00438;015;9.55
SV00020;008;7.74
SV01839;006;6.28
SV01547;006;9.65
SV00501;003;8.36
SV02118;009;8.27
SV01980;004;4.38
SV00752;013;8.16
SV01757;016;5.41
SV00296;004;7.79
SV01691;018;4.43
SV01877;002;6.96
SV01483;004;8.95
SV00469;013;8.25
SV01138;006;9.66
SV00196;018;9.99
SV01581;009;5.93
SV01221;013;7.04
SV00618;006;5.03
SV00108;017;6.22
SV00043;008;7.11
SV01200;014;8.33
SV01507;015;9.33
SV01743;013;8.02
SV01589;017;5.12
SV00182;016;4.59
SV02154;003;9.63
SV01391;016;9.52
SV00398;014;6.92
SV01632;010;8.84
SV01847;008;5.86
SV01533;002;9.82
SV02117;011;5.97
SV00624;003;5.84
SV02065;002;6.58
SV02163;013;9.74
SV01239;001;4.63
SV00578;004;6.23
SV00061;008;7.98
SV01742;002;9.15
SV00452;018;9.62
SV00149;007;7.56
SV00164;008;6.17
SV00761;017;6.97
SV00175;011;5.35
SV00238;014;7.02
SV00872;005;7.41
SV02030;002;7.49
SV01429;010;8.60
SV01652;007;8.22
SV00131;003;4.76
SV01598;009;5.49
SV01984;006;4.05
SV01133;008;4.88
SV00216;001;9.76
SV01040;006;9.37
SV00988;006;8.42
SV01692;013;6.39
SV01675;002;7.89
SV00476;002;6.08
SV01424;001;6.43
SV00932;016;6.88
SV00112;011;8.81
SV00400;003;6.45
SV01228;013;6.21
SV00406;008;6.69
SV01726;016;5.91
SV01553;013;4.83
SV01547;003;6.37
SV01287;004;4.86
SV01233;006;5.58
SV00906;006;5.40
SV01728;004;6.83
SV00559;010;7.21
SV00436;009;8.97
SV01332;008;6.66
SV01254;014;6.58
SV00821;010;9.19
SV01041;016;6.04
SV01495;006;8.90
SV00214;017;4.97
SV01925;002;5.55
SV01930;013;9.86
SV00368;013;6.81
SV01083;004;4.70
SV02069;005;8.54
SV00131;018;4.90
SV00123;003;9.13
SV01986;010;5.31
SV00977;003;6.91
SV01342;003;4.14
SV00392;006;5.39
SV01510;018;8.29
SV00282;018;9.90
SV00464;008;5.97
SV01553;006;9.55
SV01536;017;6.78
SV00783;004;8.29
SV01282;011;8.10
SV01364;016;9.20
SV00292;016;5.54
SV00003;016;7.27
SV01005;004;7.18
SV00498;009;5.64
SV01591;005;7.47
SV00540;005;7.14
SV00143;002;4.76
SV02029;013;4.01
SV00420;017;9.72
SV00334;004;9.27
SV00731;003;8.61
SV01523;011;6.24
SV02035;004;9.35
SV01200;016;9.89
SV00801;007;9.63
SV01535;002;7.61
SV01942;003;6.60
SV00228;008;4.76
SV01475;006;5.30
SV01471;011;5.85
SV01015;015;7.15
SV01002;008;7.70
SV01145;004;9.40
SV01526;004;5.52
SV02002;009;5.12
SV02052;006;4.80
SV00941;011;4.56
SV00899;007;6.70
SV01521;003;6.55
SV01731;004;7.87
SV01706;009;6.75
SV01866;004;9.69
SV01112;009;6.81
SV01023;008;7.33
SV01142;016;6.05
SV00613;008;6.26
SV00485;011;7.57
SV01163;006;6.54
SV00923;009;9.25
SV00368;003;9.83
SV01260;008;8.20
SV01774;015;8.02
SV01236;004;9.31
SV01828;003;6.24
SV01136;004;5.46
SV00897;004;7.22
SV01574;006;7.30
SV01109;007;4.05
SV00344;003;7.62
SV01740;016;7.54
SV01411;015;4.57
SV02022;008;7.51
SV00930;006;7.86
SV01093;009;6.34
SV01085;007;8.01
SV00821;011;9.83
SV01986;005;9.62
SV01851;016;7.85
SV00816;007;4.30
SV01639;006;9.58
SV02028;015;8.61
SV00877;006;7.99
SV01925;010;6.47
SV01014;015;7.76
SV00126;004;4.21
SV02138;006;4.20
SV00129;016;9.75
SV00811;013;5.22
SV01337;015;7.84
SV00564;008;7.06
SV01803;008;9.81
SV01008;008;9.25
SV01211;006;4.26
SV01445;008;6.22
SV00535;003;5.45
SV01269;001;7.13
SV01854;015;4.97
SV00084;010;9.17
SV01972;010;4.18
SV01660;003;4.02
SV01145;008;8.37
SV01663;015;5.85
SV01087;008;9.64
SV01810;015;4.90
SV00438;017;8.06
SV01589;003;9.29
SV00976;018;4.62
SV01827;017;4.18
SV01535;006;5.99
SV01227;018;9.42
SV01913;002;10.00
SV01487;011;5.19
SV00988;016;9.18
SV00905;006;5.37
SV01754;001;4.78
SV01952;005;7.45
SV00299;011;8.41
SV01300;011;7.47
SV00863;014;7.82
SV02017;011;9.10
SV00066;005;4.71
SV00977;006;8.94
SV01778;014;7.09
SV00454;011;9.54
SV00742;004;7.44
